location,time,temperature,humidity,wind_speed,wind_direction,cloud_cover,hourly_qpf,probability_of_precipitation
Altadena,2024-08-02T08:00:00-07:00,70.0,77.0,3,200,43.0,0.0,8.0
Altadena,2024-08-02T09:00:00-07:00,74.0,71.0,3,200,43.0,0.0,8.0
Altadena,2024-08-02T10:00:00-07:00,77.0,63.0,3,200,43.0,0.0,8.0
Altadena,2024-08-02T11:00:00-07:00,81.0,56.0,6,210,23.0,0.0,12.0
Altadena,2024-08-02T12:00:00-07:00,85.0,50.0,6,210,23.0,0.0,12.0
Altadena,2024-08-02T13:00:00-07:00,88.0,46.0,6,210,23.0,0.0,12.0
Altadena,2024-08-02T14:00:00-07:00,90.0,43.0,8,220,23.0,0.0,12.0
Altadena,2024-08-02T15:00:00-07:00,91.0,41.0,8,220,23.0,0.0,12.0
Altadena,2024-08-02T16:00:00-07:00,91.0,40.0,8,220,23.0,0.0,12.0
Altadena,2024-08-02T17:00:00-07:00,90.0,41.0,5,230,35.0,0.0,8.0
Altadena,2024-08-02T18:00:00-07:00,87.0,44.0,5,230,35.0,0.0,8.0
Altadena,2024-08-02T19:00:00-07:00,83.0,48.0,5,230,35.0,0.0,8.0
Altadena,2024-08-02T20:00:00-07:00,79.0,53.0,2,210,35.0,0.0,8.0
Altadena,2024-08-02T21:00:00-07:00,76.0,58.0,2,210,35.0,0.0,8.0
Altadena,2024-08-02T22:00:00-07:00,73.0,63.0,2,210,35.0,0.0,8.0
Altadena,2024-08-02T23:00:00-07:00,71.0,67.0,2,170,20.0,0.0,0.0
Altadena,2024-08-03T00:00:00-07:00,70.0,70.0,2,170,20.0,0.0,0.0
Altadena,2024-08-03T01:00:00-07:00,70.0,71.0,2,170,20.0,0.0,0.0
Altadena,2024-08-03T02:00:00-07:00,69.0,73.0,1,320,20.0,0.0,0.0
Altadena,2024-08-03T03:00:00-07:00,68.0,74.0,1,320,20.0,0.0,0.0
Altadena,2024-08-03T04:00:00-07:00,67.0,75.0,1,320,20.0,0.0,0.0
Altadena,2024-08-03T05:00:00-07:00,67.0,76.0,1,30,20.0,0.0,0.0
Altadena,2024-08-03T06:00:00-07:00,68.0,76.0,1,30,20.0,0.0,0.0
Altadena,2024-08-03T07:00:00-07:00,69.0,75.0,1,30,20.0,0.0,0.0
Altadena,2024-08-03T08:00:00-07:00,72.0,72.0,1,230,20.0,0.0,0.0
Altadena,2024-08-03T09:00:00-07:00,76.0,66.0,1,230,20.0,0.0,0.0
Altadena,2024-08-03T10:00:00-07:00,80.0,59.0,1,230,20.0,0.0,0.0
Altadena,2024-08-03T11:00:00-07:00,84.0,52.0,3,220,20.0,0.0,9.0
Altadena,2024-08-03T12:00:00-07:00,87.0,47.0,3,220,20.0,0.0,9.0
Altadena,2024-08-03T13:00:00-07:00,90.0,44.0,3,220,20.0,0.0,9.0
Altadena,2024-08-03T14:00:00-07:00,92.0,41.0,3,220,20.0,0.0,9.0
Altadena,2024-08-03T15:00:00-07:00,93.0,39.0,3,220,20.0,0.0,9.0
Altadena,2024-08-03T16:00:00-07:00,93.0,38.0,3,220,20.0,0.0,9.0
Altadena,2024-08-03T17:00:00-07:00,91.0,38.0,6,230,20.0,0.0,3.0
Altadena,2024-08-03T18:00:00-07:00,88.0,41.0,6,230,20.0,0.0,3.0
Altadena,2024-08-03T19:00:00-07:00,84.0,45.0,6,230,20.0,0.0,3.0
Altadena,2024-08-03T20:00:00-07:00,80.0,51.0,3,220,20.0,0.0,3.0
Altadena,2024-08-03T21:00:00-07:00,76.0,56.0,3,220,20.0,0.0,3.0
Altadena,2024-08-03T22:00:00-07:00,73.0,62.0,3,220,20.0,0.0,3.0
Altadena,2024-08-03T23:00:00-07:00,71.0,66.0,2,180,20.0,0.0,3.0
Altadena,2024-08-04T00:00:00-07:00,70.0,69.0,2,180,20.0,0.0,3.0
Altadena,2024-08-04T01:00:00-07:00,69.0,71.0,2,180,20.0,0.0,3.0
Altadena,2024-08-04T02:00:00-07:00,69.0,72.0,2,140,20.0,0.0,3.0
Altadena,2024-08-04T03:00:00-07:00,68.0,73.0,2,140,20.0,0.0,3.0
Altadena,2024-08-04T04:00:00-07:00,67.0,73.0,2,140,20.0,0.0,3.0
Altadena,2024-08-04T05:00:00-07:00,67.0,74.0,2,60,21.0,0.0,3.0
Altadena,2024-08-04T06:00:00-07:00,68.0,74.0,2,60,21.0,0.0,3.0
Altadena,2024-08-04T07:00:00-07:00,69.0,73.0,2,60,21.0,0.0,3.0
Altadena,2024-08-04T08:00:00-07:00,72.0,70.0,1,210,21.0,0.0,3.0
Altadena,2024-08-04T09:00:00-07:00,76.0,64.0,1,210,21.0,0.0,3.0
Altadena,2024-08-04T10:00:00-07:00,81.0,56.0,1,210,21.0,0.0,3.0
Altadena,2024-08-04T11:00:00-07:00,85.0,49.0,2,210,20.0,0.0,6.0
Altadena,2024-08-04T12:00:00-07:00,89.0,44.0,2,210,20.0,0.0,6.0
Altadena,2024-08-04T13:00:00-07:00,92.0,40.0,2,210,20.0,0.0,6.0
Altadena,2024-08-04T14:00:00-07:00,93.0,38.0,3,220,20.0,0.0,6.0
Altadena,2024-08-04T15:00:00-07:00,94.0,36.0,3,220,20.0,0.0,6.0
Altadena,2024-08-04T16:00:00-07:00,93.0,36.0,3,220,20.0,0.0,6.0
Altadena,2024-08-04T17:00:00-07:00,91.0,37.0,5,220,15.0,0.0,4.0
Altadena,2024-08-04T18:00:00-07:00,88.0,39.0,5,220,15.0,0.0,4.0
Altadena,2024-08-04T19:00:00-07:00,84.0,43.0,5,220,15.0,0.0,4.0
Altadena,2024-08-04T20:00:00-07:00,80.0,49.0,2,210,15.0,0.0,4.0
Altadena,2024-08-04T21:00:00-07:00,76.0,55.0,2,210,15.0,0.0,4.0
Altadena,2024-08-04T22:00:00-07:00,73.0,60.0,2,210,15.0,0.0,4.0
Altadena,2024-08-04T23:00:00-07:00,70.0,65.0,2,180,26.0,0.0,4.0
Altadena,2024-08-05T00:00:00-07:00,69.0,68.0,2,180,26.0,0.0,4.0
Altadena,2024-08-05T01:00:00-07:00,69.0,69.0,2,180,26.0,0.0,4.0
Altadena,2024-08-05T02:00:00-07:00,68.0,69.0,2,180,26.0,0.0,4.0
Altadena,2024-08-05T03:00:00-07:00,68.0,68.0,2,180,26.0,0.0,4.0
Altadena,2024-08-05T04:00:00-07:00,67.0,68.0,2,180,26.0,0.0,4.0
Altadena,2024-08-05T05:00:00-07:00,67.0,67.0,1,110,46.0,0.0,6.0
Altadena,2024-08-05T06:00:00-07:00,68.0,67.0,1,110,46.0,0.0,6.0
Altadena,2024-08-05T07:00:00-07:00,69.0,66.0,1,110,46.0,0.0,6.0
Altadena,2024-08-05T08:00:00-07:00,72.0,64.0,1,210,46.0,0.0,6.0
Altadena,2024-08-05T09:00:00-07:00,76.0,60.0,1,210,46.0,0.0,6.0
Altadena,2024-08-05T10:00:00-07:00,80.0,54.0,1,210,46.0,0.0,6.0
Altadena,2024-08-05T11:00:00-07:00,85.0,48.0,2,210,42.0,0.0,7.0
Altadena,2024-08-05T12:00:00-07:00,89.0,44.0,2,210,42.0,0.0,7.0
Altadena,2024-08-05T13:00:00-07:00,93.0,40.0,2,210,42.0,0.0,7.0
Altadena,2024-08-05T14:00:00-07:00,95.0,38.0,3,220,42.0,0.0,7.0
Altadena,2024-08-05T15:00:00-07:00,96.0,37.0,3,220,42.0,0.0,7.0
Altadena,2024-08-05T16:00:00-07:00,96.0,37.0,3,220,42.0,0.0,7.0
Altadena,2024-08-05T17:00:00-07:00,94.0,39.0,6,220,15.0,0.0,4.0
Altadena,2024-08-05T18:00:00-07:00,90.0,42.0,6,220,15.0,0.0,4.0
Altadena,2024-08-05T19:00:00-07:00,85.0,45.0,6,220,15.0,0.0,4.0
Altadena,2024-08-05T20:00:00-07:00,80.0,50.0,2,210,15.0,0.0,4.0
Altadena,2024-08-05T21:00:00-07:00,76.0,54.0,2,210,15.0,0.0,4.0
Altadena,2024-08-05T22:00:00-07:00,74.0,59.0,2,210,15.0,0.0,4.0
Altadena,2024-08-05T23:00:00-07:00,72.0,63.0,2,170,32.0,0.0,1.0
Altadena,2024-08-06T00:00:00-07:00,70.0,66.0,2,170,32.0,0.0,1.0
Altadena,2024-08-06T01:00:00-07:00,70.0,67.0,2,170,32.0,0.0,1.0
Altadena,2024-08-06T02:00:00-07:00,69.0,67.0,2,120,32.0,0.0,1.0
Altadena,2024-08-06T03:00:00-07:00,69.0,67.0,2,120,32.0,0.0,1.0
Altadena,2024-08-06T04:00:00-07:00,68.0,66.0,2,120,32.0,0.0,1.0
Altadena,2024-08-06T05:00:00-07:00,68.0,66.0,2,110,42.0,0.0,4.0
Altadena,2024-08-06T06:00:00-07:00,69.0,66.0,2,110,42.0,0.0,4.0
Altadena,2024-08-06T07:00:00-07:00,70.0,65.0,2,110,42.0,0.0,4.0
Altadena,2024-08-06T08:00:00-07:00,73.0,63.0,2,190,42.0,0.0,4.0
Altadena,2024-08-06T09:00:00-07:00,77.0,58.0,2,190,42.0,0.0,4.0
Altadena,2024-08-06T10:00:00-07:00,82.0,52.0,2,190,42.0,0.0,4.0
Altadena,2024-08-06T11:00:00-07:00,87.0,47.0,2,210,29.0,0.0,4.0
Altadena,2024-08-06T12:00:00-07:00,91.0,42.0,2,210,29.0,0.0,4.0
Altadena,2024-08-06T13:00:00-07:00,94.0,39.0,2,210,29.0,0.0,4.0
Altadena,2024-08-06T14:00:00-07:00,96.0,37.0,5,220,29.0,0.0,4.0
Altadena,2024-08-06T15:00:00-07:00,97.0,36.0,5,220,29.0,0.0,4.0
Altadena,2024-08-06T16:00:00-07:00,96.0,36.0,5,220,29.0,0.0,4.0
Altadena,2024-08-06T17:00:00-07:00,94.0,37.0,6,220,19.0,0.0,1.0
Altadena,2024-08-06T18:00:00-07:00,91.0,38.0,6,220,19.0,0.0,1.0
Altadena,2024-08-06T19:00:00-07:00,87.0,41.0,6,220,19.0,0.0,1.0
Altadena,2024-08-06T20:00:00-07:00,83.0,45.0,3,220,19.0,0.0,1.0
Altadena,2024-08-06T21:00:00-07:00,80.0,49.0,3,220,19.0,0.0,1.0
Altadena,2024-08-06T22:00:00-07:00,76.0,54.0,3,220,19.0,0.0,1.0
Altadena,2024-08-06T23:00:00-07:00,74.0,59.0,3,170,23.0,0.0,0.0
Altadena,2024-08-07T00:00:00-07:00,72.0,62.0,3,170,23.0,0.0,0.0
Altadena,2024-08-07T01:00:00-07:00,71.0,64.0,3,170,23.0,0.0,0.0
Altadena,2024-08-07T02:00:00-07:00,70.0,66.0,2,130,23.0,0.0,0.0
Altadena,2024-08-07T03:00:00-07:00,69.0,67.0,2,130,23.0,0.0,0.0
Altadena,2024-08-07T04:00:00-07:00,68.0,68.0,2,130,23.0,0.0,0.0
Altadena,2024-08-07T05:00:00-07:00,68.0,69.0,2,110,28.0,0.0,1.0
Altadena,2024-08-07T06:00:00-07:00,68.0,69.0,2,110,28.0,0.0,1.0
Altadena,2024-08-07T07:00:00-07:00,70.0,68.0,2,110,28.0,0.0,1.0
Altadena,2024-08-07T08:00:00-07:00,73.0,66.0,2,190,28.0,0.0,1.0
Altadena,2024-08-07T09:00:00-07:00,77.0,61.0,2,190,28.0,0.0,1.0
Altadena,2024-08-07T10:00:00-07:00,81.0,55.0,2,190,28.0,0.0,1.0
Altadena,2024-08-07T11:00:00-07:00,86.0,49.0,3,210,23.0,0.0,4.0
Altadena,2024-08-07T12:00:00-07:00,90.0,45.0,3,210,23.0,0.0,4.0
Altadena,2024-08-07T13:00:00-07:00,93.0,42.0,3,210,23.0,0.0,4.0
Altadena,2024-08-07T14:00:00-07:00,95.0,40.0,5,220,23.0,0.0,4.0
Altadena,2024-08-07T15:00:00-07:00,96.0,39.0,5,220,23.0,0.0,4.0
Altadena,2024-08-07T16:00:00-07:00,96.0,38.0,5,220,23.0,0.0,4.0
Altadena,2024-08-07T17:00:00-07:00,93.0,37.0,6,220,13.0,,3.0
Altadena,2024-08-07T18:00:00-07:00,91.0,,6,220,13.0,,3.0
Anaheim,2024-07-31T19:00:00-07:00,79.0,52.0,8,220,1.0,0.0,0.0
Anaheim,2024-07-31T20:00:00-07:00,74.0,63.0,7,210,2.0,0.0,0.0
Anaheim,2024-07-31T21:00:00-07:00,71.0,68.0,6,210,2.0,0.0,0.0
Anaheim,2024-07-31T22:00:00-07:00,69.0,74.0,5,210,2.0,0.0,0.0
Anaheim,2024-07-31T23:00:00-07:00,68.0,77.0,3,200,30.0,0.0,0.0
Anaheim,2024-08-01T00:00:00-07:00,67.0,78.0,3,210,30.0,0.0,0.0
Anaheim,2024-08-01T01:00:00-07:00,66.0,81.0,2,210,30.0,0.0,0.0
Anaheim,2024-08-01T02:00:00-07:00,66.0,82.0,2,220,30.0,0.0,0.0
Anaheim,2024-08-01T03:00:00-07:00,66.0,83.0,2,220,30.0,0.0,0.0
Anaheim,2024-08-01T04:00:00-07:00,66.0,84.0,2,220,30.0,0.0,0.0
Anaheim,2024-08-01T05:00:00-07:00,66.0,84.0,2,220,74.0,0.0,2.0
Anaheim,2024-08-01T06:00:00-07:00,66.0,85.0,1,220,74.0,0.0,2.0
Anaheim,2024-08-01T07:00:00-07:00,66.0,85.0,1,210,74.0,0.0,2.0
Anaheim,2024-08-01T08:00:00-07:00,66.0,83.0,2,200,48.0,0.0,2.0
Anaheim,2024-08-01T09:00:00-07:00,70.0,73.0,2,210,48.0,0.0,2.0
Anaheim,2024-08-01T10:00:00-07:00,74.0,65.0,3,230,48.0,0.0,2.0
Anaheim,2024-08-01T11:00:00-07:00,78.0,58.0,5,230,49.0,0.0,12.0
Anaheim,2024-08-01T12:00:00-07:00,80.0,54.0,6,230,49.0,0.0,12.0
Anaheim,2024-08-01T13:00:00-07:00,82.0,50.0,7,230,49.0,0.0,12.0
Anaheim,2024-08-01T14:00:00-07:00,84.0,49.0,8,230,41.0,0.0,12.0
Anaheim,2024-08-01T15:00:00-07:00,85.0,47.0,8,230,41.0,0.0,12.0
Anaheim,2024-08-01T16:00:00-07:00,85.0,47.0,9,230,41.0,0.0,12.0
Anaheim,2024-08-01T17:00:00-07:00,84.0,48.0,8,230,51.0,0.0,20.0
Anaheim,2024-08-01T18:00:00-07:00,81.0,51.0,8,230,51.0,0.0,20.0
Anaheim,2024-08-01T19:00:00-07:00,78.0,55.0,7,230,51.0,0.0,20.0
Anaheim,2024-08-01T20:00:00-07:00,75.0,61.0,6,230,51.0,0.0,20.0
Anaheim,2024-08-01T21:00:00-07:00,73.0,66.0,5,240,51.0,0.0,20.0
Anaheim,2024-08-01T22:00:00-07:00,71.0,70.0,5,240,51.0,0.0,20.0
Anaheim,2024-08-01T23:00:00-07:00,70.0,73.0,3,250,38.0,0.0,20.0
Anaheim,2024-08-02T00:00:00-07:00,69.0,75.0,2,250,38.0,0.0,20.0
Anaheim,2024-08-02T01:00:00-07:00,68.0,75.0,2,240,38.0,0.0,20.0
Anaheim,2024-08-02T02:00:00-07:00,68.0,76.0,2,240,38.0,0.0,20.0
Anaheim,2024-08-02T03:00:00-07:00,68.0,77.0,2,240,38.0,0.0,20.0
Anaheim,2024-08-02T04:00:00-07:00,67.0,79.0,2,230,38.0,0.0,20.0
Anaheim,2024-08-02T05:00:00-07:00,67.0,82.0,1,230,30.0,0.0,9.0
Anaheim,2024-08-02T06:00:00-07:00,67.0,84.0,1,230,30.0,0.0,9.0
Anaheim,2024-08-02T07:00:00-07:00,68.0,84.0,1,230,30.0,0.0,9.0
Anaheim,2024-08-02T08:00:00-07:00,69.0,81.0,2,230,30.0,0.0,9.0
Anaheim,2024-08-02T09:00:00-07:00,73.0,74.0,2,230,30.0,0.0,9.0
Anaheim,2024-08-02T10:00:00-07:00,76.0,66.0,3,240,30.0,0.0,9.0
Anaheim,2024-08-02T11:00:00-07:00,80.0,58.0,5,240,30.0,0.0,6.0
Anaheim,2024-08-02T12:00:00-07:00,83.0,53.0,6,240,30.0,0.0,6.0
Anaheim,2024-08-02T13:00:00-07:00,86.0,49.0,7,240,30.0,0.0,6.0
Anaheim,2024-08-02T14:00:00-07:00,87.0,47.0,8,240,30.0,0.0,6.0
Anaheim,2024-08-02T15:00:00-07:00,89.0,44.0,9,240,30.0,0.0,6.0
Anaheim,2024-08-02T16:00:00-07:00,89.0,43.0,9,240,30.0,0.0,6.0
Anaheim,2024-08-02T17:00:00-07:00,88.0,43.0,9,240,28.0,0.0,5.0
Anaheim,2024-08-02T18:00:00-07:00,85.0,46.0,8,240,28.0,0.0,5.0
Anaheim,2024-08-02T19:00:00-07:00,82.0,51.0,7,230,28.0,0.0,5.0
Anaheim,2024-08-02T20:00:00-07:00,78.0,56.0,6,230,28.0,0.0,5.0
Anaheim,2024-08-02T21:00:00-07:00,76.0,60.0,5,230,28.0,0.0,5.0
Anaheim,2024-08-02T22:00:00-07:00,74.0,63.0,3,220,28.0,0.0,5.0
Anaheim,2024-08-02T23:00:00-07:00,73.0,66.0,2,220,15.0,0.0,3.0
Anaheim,2024-08-03T00:00:00-07:00,72.0,69.0,2,220,15.0,0.0,3.0
Anaheim,2024-08-03T01:00:00-07:00,70.0,72.0,2,220,15.0,0.0,3.0
Anaheim,2024-08-03T02:00:00-07:00,70.0,75.0,2,220,15.0,0.0,3.0
Anaheim,2024-08-03T03:00:00-07:00,69.0,76.0,1,220,15.0,0.0,3.0
Anaheim,2024-08-03T04:00:00-07:00,68.0,76.0,1,210,15.0,0.0,3.0
Anaheim,2024-08-03T05:00:00-07:00,68.0,76.0,1,210,30.0,0.0,0.0
Anaheim,2024-08-03T06:00:00-07:00,68.0,78.0,1,210,30.0,0.0,0.0
Anaheim,2024-08-03T07:00:00-07:00,69.0,78.0,1,210,30.0,0.0,0.0
Anaheim,2024-08-03T08:00:00-07:00,71.0,75.0,2,230,30.0,0.0,0.0
Anaheim,2024-08-03T09:00:00-07:00,74.0,68.0,2,230,30.0,0.0,0.0
Anaheim,2024-08-03T10:00:00-07:00,79.0,60.0,2,230,30.0,0.0,0.0
Anaheim,2024-08-03T11:00:00-07:00,82.0,53.0,5,240,10.0,0.0,3.0
Anaheim,2024-08-03T12:00:00-07:00,85.0,49.0,5,240,10.0,0.0,3.0
Anaheim,2024-08-03T13:00:00-07:00,87.0,46.0,5,240,10.0,0.0,3.0
Anaheim,2024-08-03T14:00:00-07:00,89.0,44.0,7,240,10.0,0.0,3.0
Anaheim,2024-08-03T15:00:00-07:00,90.0,42.0,7,240,10.0,0.0,3.0
Anaheim,2024-08-03T16:00:00-07:00,90.0,41.0,7,240,10.0,0.0,3.0
Anaheim,2024-08-03T17:00:00-07:00,89.0,42.0,9,240,3.0,0.0,1.0
Anaheim,2024-08-03T18:00:00-07:00,86.0,45.0,9,240,3.0,0.0,1.0
Anaheim,2024-08-03T19:00:00-07:00,82.0,49.0,9,240,3.0,0.0,1.0
Anaheim,2024-08-03T20:00:00-07:00,78.0,55.0,6,230,3.0,0.0,1.0
Anaheim,2024-08-03T21:00:00-07:00,76.0,61.0,6,230,3.0,0.0,1.0
Anaheim,2024-08-03T22:00:00-07:00,73.0,67.0,6,230,3.0,0.0,1.0
Anaheim,2024-08-03T23:00:00-07:00,71.0,72.0,2,210,22.0,0.0,2.0
Anaheim,2024-08-04T00:00:00-07:00,70.0,74.0,2,210,22.0,0.0,2.0
Anaheim,2024-08-04T01:00:00-07:00,69.0,75.0,2,210,22.0,0.0,2.0
Anaheim,2024-08-04T02:00:00-07:00,69.0,76.0,2,190,22.0,0.0,2.0
Anaheim,2024-08-04T03:00:00-07:00,68.0,77.0,2,190,22.0,0.0,2.0
Anaheim,2024-08-04T04:00:00-07:00,68.0,78.0,2,190,22.0,0.0,2.0
Anaheim,2024-08-04T05:00:00-07:00,68.0,78.0,2,180,38.0,0.0,3.0
Anaheim,2024-08-04T06:00:00-07:00,68.0,80.0,2,180,38.0,0.0,3.0
Anaheim,2024-08-04T07:00:00-07:00,69.0,80.0,2,180,38.0,0.0,3.0
Anaheim,2024-08-04T08:00:00-07:00,71.0,77.0,2,240,38.0,0.0,3.0
Anaheim,2024-08-04T09:00:00-07:00,74.0,70.0,2,240,38.0,0.0,3.0
Anaheim,2024-08-04T10:00:00-07:00,78.0,62.0,2,240,38.0,0.0,3.0
Anaheim,2024-08-04T11:00:00-07:00,82.0,54.0,5,240,13.0,0.0,3.0
Anaheim,2024-08-04T12:00:00-07:00,85.0,50.0,5,240,13.0,0.0,3.0
Anaheim,2024-08-04T13:00:00-07:00,87.0,47.0,5,240,13.0,0.0,3.0
Anaheim,2024-08-04T14:00:00-07:00,88.0,45.0,7,240,13.0,0.0,3.0
Anaheim,2024-08-04T15:00:00-07:00,89.0,43.0,7,240,13.0,0.0,3.0
Anaheim,2024-08-04T16:00:00-07:00,89.0,42.0,7,240,13.0,0.0,3.0
Anaheim,2024-08-04T17:00:00-07:00,88.0,43.0,8,240,9.0,0.0,1.0
Anaheim,2024-08-04T18:00:00-07:00,85.0,47.0,8,240,9.0,0.0,1.0
Anaheim,2024-08-04T19:00:00-07:00,82.0,52.0,8,240,9.0,0.0,1.0
Anaheim,2024-08-04T20:00:00-07:00,78.0,58.0,6,220,9.0,0.0,1.0
Anaheim,2024-08-04T21:00:00-07:00,76.0,63.0,6,220,9.0,0.0,1.0
Anaheim,2024-08-04T22:00:00-07:00,74.0,68.0,6,220,9.0,0.0,1.0
Anaheim,2024-08-04T23:00:00-07:00,72.0,71.0,2,220,30.0,0.0,3.0
Anaheim,2024-08-05T00:00:00-07:00,71.0,73.0,2,220,30.0,0.0,3.0
Anaheim,2024-08-05T01:00:00-07:00,71.0,73.0,2,220,30.0,0.0,3.0
Anaheim,2024-08-05T02:00:00-07:00,70.0,73.0,2,210,30.0,0.0,3.0
Anaheim,2024-08-05T03:00:00-07:00,70.0,75.0,2,210,30.0,0.0,3.0
Anaheim,2024-08-05T04:00:00-07:00,69.0,76.0,2,210,30.0,0.0,3.0
Anaheim,2024-08-05T05:00:00-07:00,69.0,77.0,1,210,52.0,0.0,3.0
Anaheim,2024-08-05T06:00:00-07:00,69.0,78.0,1,210,52.0,0.0,3.0
Anaheim,2024-08-05T07:00:00-07:00,70.0,77.0,1,210,52.0,0.0,3.0
Anaheim,2024-08-05T08:00:00-07:00,71.0,74.0,2,220,52.0,0.0,3.0
Anaheim,2024-08-05T09:00:00-07:00,75.0,67.0,2,220,52.0,0.0,3.0
Anaheim,2024-08-05T10:00:00-07:00,79.0,60.0,2,220,52.0,0.0,3.0
Anaheim,2024-08-05T11:00:00-07:00,82.0,54.0,3,240,32.0,0.0,4.0
Anaheim,2024-08-05T12:00:00-07:00,85.0,50.0,3,240,32.0,0.0,4.0
Anaheim,2024-08-05T13:00:00-07:00,87.0,46.0,3,240,32.0,0.0,4.0
Anaheim,2024-08-05T14:00:00-07:00,89.0,45.0,7,240,32.0,0.0,4.0
Anaheim,2024-08-05T15:00:00-07:00,89.0,43.0,7,240,32.0,0.0,4.0
Anaheim,2024-08-05T16:00:00-07:00,89.0,43.0,7,240,32.0,0.0,4.0
Anaheim,2024-08-05T17:00:00-07:00,88.0,44.0,9,240,17.0,0.0,3.0
Anaheim,2024-08-05T18:00:00-07:00,85.0,47.0,9,240,17.0,0.0,3.0
Anaheim,2024-08-05T19:00:00-07:00,82.0,52.0,9,240,17.0,0.0,3.0
Anaheim,2024-08-05T20:00:00-07:00,79.0,57.0,6,230,17.0,0.0,3.0
Anaheim,2024-08-05T21:00:00-07:00,77.0,60.0,6,230,17.0,0.0,3.0
Anaheim,2024-08-05T22:00:00-07:00,75.0,63.0,6,230,17.0,0.0,3.0
Anaheim,2024-08-05T23:00:00-07:00,74.0,65.0,2,200,35.0,0.0,3.0
Anaheim,2024-08-06T00:00:00-07:00,73.0,67.0,2,200,35.0,0.0,3.0
Anaheim,2024-08-06T01:00:00-07:00,72.0,69.0,2,200,35.0,0.0,3.0
Anaheim,2024-08-06T02:00:00-07:00,72.0,71.0,2,160,35.0,0.0,3.0
Anaheim,2024-08-06T03:00:00-07:00,71.0,72.0,2,160,35.0,0.0,3.0
Anaheim,2024-08-06T04:00:00-07:00,70.0,73.0,2,160,35.0,0.0,3.0
Anaheim,2024-08-06T05:00:00-07:00,70.0,73.0,2,200,47.0,0.0,2.0
